"hgnc_symbol"	"hgnc_id"	"description"
"ALKBH1"	"HGNC:17911"	"alkB homolog 1, histone H2A dioxygenase [Source:HGNC Symbol;Acc:HGNC:17911]"
"ALKBH7"	"HGNC:21306"	"alkB homolog 7 [Source:HGNC Symbol;Acc:HGNC:21306]"
"ALLC"	"HGNC:17377"	"allantoicase [Source:HGNC Symbol;Acc:HGNC:17377]"
"ALOX12B"	"HGNC:430"	"arachidonate 12-lipoxygenase, 12R type [Source:HGNC Symbol;Acc:HGNC:430]"
"ALOXE3"	"HGNC:13743"	"arachidonate lipoxygenase 3 [Source:HGNC Symbol;Acc:HGNC:13743]"
"ALPK2"	"HGNC:20565"	"alpha kinase 2 [Source:HGNC Symbol;Acc:HGNC:20565]"
"ALPK3"	"HGNC:17574"	"alpha kinase 3 [Source:HGNC Symbol;Acc:HGNC:17574]"
"ALPL"	"HGNC:438"	"alkaline phosphatase, biomineralization associated [Source:HGNC Symbol;Acc:HGNC:438]"
"ALPP"	"HGNC:439"	"alkaline phosphatase, placental [Source:HGNC Symbol;Acc:HGNC:439]"
"ALS2"	"HGNC:443"	"alsin Rho guanine nucleotide exchange factor ALS2 [Source:HGNC Symbol;Acc:HGNC:443]"
"ALX3"	"HGNC:449"	"ALX homeobox 3 [Source:HGNC Symbol;Acc:HGNC:449]"
"ALX4"	"HGNC:450"	"ALX homeobox 4 [Source:HGNC Symbol;Acc:HGNC:450]"
"AMBP"	"HGNC:453"	"alpha-1-microglobulin/bikunin precursor [Source:HGNC Symbol;Acc:HGNC:453]"
"AMDHD1"	"HGNC:28577"	"amidohydrolase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28577]"
"AMDHD2"	"HGNC:24262"	"amidohydrolase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24262]"
"AMER2"	"HGNC:26360"	"APC membrane recruitment protein 2 [Source:HGNC Symbol;Acc:HGNC:26360]"
"AMFR"	"HGNC:463"	"autocrine motility factor receptor [Source:HGNC Symbol;Acc:HGNC:463]"
"AMHR2"	"HGNC:465"	"anti-Mullerian hormone receptor type 2 [Source:HGNC Symbol;Acc:HGNC:465]"
"AMIGO2"	"HGNC:24073"	"adhesion molecule with Ig like domain 2 [Source:HGNC Symbol;Acc:HGNC:24073]"
"AMN"	"HGNC:14604"	"amnion associated transmembrane protein [Source:HGNC Symbol;Acc:HGNC:14604]"
"AMOTL1"	"HGNC:17811"	"angiomotin like 1 [Source:HGNC Symbol;Acc:HGNC:17811]"
"AMOTL2"	"HGNC:17812"	"angiomotin like 2 [Source:HGNC Symbol;Acc:HGNC:17812]"
"AMPD2"	"HGNC:469"	"adenosine monophosphate deaminase 2 [Source:HGNC Symbol;Acc:HGNC:469]"
"AMPD3"	"HGNC:470"	"adenosine monophosphate deaminase 3 [Source:HGNC Symbol;Acc:HGNC:470]"
"AMT"	"HGNC:473"	"aminomethyltransferase [Source:HGNC Symbol;Acc:HGNC:473]"
"ANAPC1"	"HGNC:19988"	"anaphase promoting complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:19988]"
"ANAPC10"	"HGNC:24077"	"anaphase promoting complex subunit 10 [Source:HGNC Symbol;Acc:HGNC:24077]"
"ANAPC11"	"HGNC:14452"	"anaphase promoting complex subunit 11 [Source:HGNC Symbol;Acc:HGNC:14452]"
"ANAPC15"	"HGNC:24531"	"anaphase promoting complex subunit 15 [Source:HGNC Symbol;Acc:HGNC:24531]"
"ANAPC16"	"HGNC:26976"	"anaphase promoting complex subunit 16 [Source:HGNC Symbol;Acc:HGNC:26976]"
"ANAPC4"	"HGNC:19990"	"anaphase promoting complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:19990]"
"ANGEL2"	"HGNC:30534"	"angel homolog 2 [Source:HGNC Symbol;Acc:HGNC:30534]"
"ANGPT1"	"HGNC:484"	"angiopoietin 1 [Source:HGNC Symbol;Acc:HGNC:484]"
"ANGPT4"	"HGNC:487"	"angiopoietin 4 [Source:HGNC Symbol;Acc:HGNC:487]"
"ANGPTL2"	"HGNC:490"	"angiopoietin like 2 [Source:HGNC Symbol;Acc:HGNC:490]"
"ANKK1"	"HGNC:21027"	"ankyrin repeat and kinase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21027]"
"ANKRD1"	"HGNC:15819"	"ankyrin repeat domain 1 [Source:HGNC Symbol;Acc:HGNC:15819]"
"ANKRD13A"	"HGNC:21268"	"ankyrin repeat domain 13A [Source:HGNC Symbol;Acc:HGNC:21268]"
"ANKRD13B"	"HGNC:26363"	"ankyrin repeat domain 13B [Source:HGNC Symbol;Acc:HGNC:26363]"
"ANKRD13D"	"HGNC:27880"	"ankyrin repeat domain 13D [Source:HGNC Symbol;Acc:HGNC:27880]"
"ANKRD16"	"HGNC:23471"	"ankyrin repeat domain 16 [Source:HGNC Symbol;Acc:HGNC:23471]"
"ANKRD22"	"HGNC:28321"	"ankyrin repeat domain 22 [Source:HGNC Symbol;Acc:HGNC:28321]"
"ANKRD26"	"HGNC:29186"	"ankyrin repeat domain containing 26 [Source:HGNC Symbol;Acc:HGNC:29186]"
"ANKRD34A"	"HGNC:27639"	"ankyrin repeat domain 34A [Source:HGNC Symbol;Acc:HGNC:27639]"
"ANKRD44"	"HGNC:25259"	"ankyrin repeat domain 44 [Source:HGNC Symbol;Acc:HGNC:25259]"
"ANKRD54"	"HGNC:25185"	"ankyrin repeat domain 54 [Source:HGNC Symbol;Acc:HGNC:25185]"
"ANKRD60"	"HGNC:16217"	"ankyrin repeat domain 60 [Source:HGNC Symbol;Acc:HGNC:16217]"
"ANKRD63"	"HGNC:40027"	"ankyrin repeat domain 63 [Source:HGNC Symbol;Acc:HGNC:40027]"
"ANKRD9"	"HGNC:20096"	"ankyrin repeat domain 9 [Source:HGNC Symbol;Acc:HGNC:20096]"
"ANKZF1"	"HGNC:25527"	"ankyrin repeat and zinc finger peptidyl tRNA hydrolase 1 [Source:HGNC Symbol;Acc:HGNC:25527]"
"ANLN"	"HGNC:14082"	"anillin, actin binding protein [Source:HGNC Symbol;Acc:HGNC:14082]"
"ANO2"	"HGNC:1183"	"anoctamin 2 [Source:HGNC Symbol;Acc:HGNC:1183]"
"ANO4"	"HGNC:23837"	"anoctamin 4 [Source:HGNC Symbol;Acc:HGNC:23837]"
"ANO8"	"HGNC:29329"	"anoctamin 8 [Source:HGNC Symbol;Acc:HGNC:29329]"
"ANO9"	"HGNC:20679"	"anoctamin 9 [Source:HGNC Symbol;Acc:HGNC:20679]"
"ANPEP"	"HGNC:500"	"alanyl aminopeptidase, membrane [Source:HGNC Symbol;Acc:HGNC:500]"
"ANXA2"	"HGNC:537"	"annexin A2 [Source:HGNC Symbol;Acc:HGNC:537]"
"ANXA7"	"HGNC:545"	"annexin A7 [Source:HGNC Symbol;Acc:HGNC:545]"
"ANXA8"	"HGNC:546"	"annexin A8 [Source:HGNC Symbol;Acc:HGNC:546]"
"AOC1"	"HGNC:80"	"amine oxidase copper containing 1 [Source:HGNC Symbol;Acc:HGNC:80]"
"AOPEP"	"HGNC:1361"	"aminopeptidase O (putative) [Source:HGNC Symbol;Acc:HGNC:1361]"
"AOX1"	"HGNC:553"	"aldehyde oxidase 1 [Source:HGNC Symbol;Acc:HGNC:553]"
"AP1S1"	"HGNC:559"	"adaptor related protein complex 1 subunit sigma 1 [Source:HGNC Symbol;Acc:HGNC:559]"
"AP2S1"	"HGNC:565"	"adaptor related protein complex 2 subunit sigma 1 [Source:HGNC Symbol;Acc:HGNC:565]"
"AP3B1"	"HGNC:566"	"adaptor related protein complex 3 subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:566]"
"AP3B2"	"HGNC:567"	"adaptor related protein complex 3 subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:567]"
"AP3M1"	"HGNC:569"	"adaptor related protein complex 3 subunit mu 1 [Source:HGNC Symbol;Acc:HGNC:569]"
"AP4B1"	"HGNC:572"	"adaptor related protein complex 4 subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:572]"
"AP5M1"	"HGNC:20192"	"adaptor related protein complex 5 subunit mu 1 [Source:HGNC Symbol;Acc:HGNC:20192]"
"APAF1"	"HGNC:576"	"apoptotic peptidase activating factor 1 [Source:HGNC Symbol;Acc:HGNC:576]"
"APBA1"	"HGNC:578"	"amyloid beta precursor protein binding family A member 1 [Source:HGNC Symbol;Acc:HGNC:578]"
"APBB1IP"	"HGNC:17379"	"amyloid beta precursor protein binding family B member 1 interacting protein [Source:HGNC Symbol;Acc:HGNC:17379]"
"APBB3"	"HGNC:20708"	"amyloid beta precursor protein binding family B member 3 [Source:HGNC Symbol;Acc:HGNC:20708]"
"APCDD1"	"HGNC:15718"	"APC down-regulated 1 [Source:HGNC Symbol;Acc:HGNC:15718]"
"APCDD1L"	"HGNC:26892"	"APC down-regulated 1 like [Source:HGNC Symbol;Acc:HGNC:26892]"
"APEH"	"HGNC:586"	"acylaminoacyl-peptide hydrolase [Source:HGNC Symbol;Acc:HGNC:586]"
"APEX1"	"HGNC:587"	"apurinic/apyrimidinic endodeoxyribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:587]"
"APLNR"	"HGNC:339"	"apelin receptor [Source:HGNC Symbol;Acc:HGNC:339]"
"APLP2"	"HGNC:598"	"amyloid beta precursor like protein 2 [Source:HGNC Symbol;Acc:HGNC:598]"
"APOA5"	"HGNC:17288"	"apolipoprotein A5 [Source:HGNC Symbol;Acc:HGNC:17288]"
"APOB"	"HGNC:603"	"apolipoprotein B [Source:HGNC Symbol;Acc:HGNC:603]"
"APOBEC2"	"HGNC:605"	"apolipoprotein B mRNA editing enzyme catalytic subunit 2 [Source:HGNC Symbol;Acc:HGNC:605]"
"APOBEC3G"	"HGNC:17357"	"apolipoprotein B mRNA editing enzyme catalytic subunit 3G [Source:HGNC Symbol;Acc:HGNC:17357]"
"APOD"	"HGNC:612"	"apolipoprotein D [Source:HGNC Symbol;Acc:HGNC:612]"
"APOE"	"HGNC:613"	"apolipoprotein E [Source:HGNC Symbol;Acc:HGNC:613]"
"APOH"	"HGNC:616"	"apolipoprotein H [Source:HGNC Symbol;Acc:HGNC:616]"
"APOM"	"HGNC:13916"	"apolipoprotein M [Source:HGNC Symbol;Acc:HGNC:13916]"
"APRT"	"HGNC:626"	"adenine phosphoribosyltransferase [Source:HGNC Symbol;Acc:HGNC:626]"
"AQP8"	"HGNC:642"	"aquaporin 8 [Source:HGNC Symbol;Acc:HGNC:642]"
"ARAP2"	"HGNC:16924"	"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2 [Source:HGNC Symbol;Acc:HGNC:16924]"
"ARAP3"	"HGNC:24097"	"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3 [Source:HGNC Symbol;Acc:HGNC:24097]"
"ARC"	"HGNC:648"	"activity regulated cytoskeleton associated protein [Source:HGNC Symbol;Acc:HGNC:648]"
"AREL1"	"HGNC:20363"	"apoptosis resistant E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:20363]"
"ARFIP1"	"HGNC:21496"	"ADP ribosylation factor interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:21496]"
"ARG1"	"HGNC:663"	"arginase 1 [Source:HGNC Symbol;Acc:HGNC:663]"
"ARG2"	"HGNC:664"	"arginase 2 [Source:HGNC Symbol;Acc:HGNC:664]"
"ARHGAP10"	"HGNC:26099"	"Rho GTPase activating protein 10 [Source:HGNC Symbol;Acc:HGNC:26099]"
"ARHGAP12"	"HGNC:16348"	"Rho GTPase activating protein 12 [Source:HGNC Symbol;Acc:HGNC:16348]"
"ARHGAP17"	"HGNC:18239"	"Rho GTPase activating protein 17 [Source:HGNC Symbol;Acc:HGNC:18239]"
"ARHGAP20"	"HGNC:18357"	"Rho GTPase activating protein 20 [Source:HGNC Symbol;Acc:HGNC:18357]"
"ARHGAP22"	"HGNC:30320"	"Rho GTPase activating protein 22 [Source:HGNC Symbol;Acc:HGNC:30320]"
"ARHGAP25"	"HGNC:28951"	"Rho GTPase activating protein 25 [Source:HGNC Symbol;Acc:HGNC:28951]"
"ARHGAP28"	"HGNC:25509"	"Rho GTPase activating protein 28 [Source:HGNC Symbol;Acc:HGNC:25509]"
"ARHGAP39"	"HGNC:29351"	"Rho GTPase activating protein 39 [Source:HGNC Symbol;Acc:HGNC:29351]"
"ARHGAP45"	"HGNC:17102"	"Rho GTPase activating protein 45 [Source:HGNC Symbol;Acc:HGNC:17102]"
"ARHGDIA"	"HGNC:678"	"Rho GDP dissociation inhibitor alpha [Source:HGNC Symbol;Acc:HGNC:678]"
"ARHGDIB"	"HGNC:679"	"Rho GDP dissociation inhibitor beta [Source:HGNC Symbol;Acc:HGNC:679]"
"ARHGEF19"	"HGNC:26604"	"Rho guanine nucleotide exchange factor 19 [Source:HGNC Symbol;Acc:HGNC:26604]"
"ARHGEF25"	"HGNC:30275"	"Rho guanine nucleotide exchange factor 25 [Source:HGNC Symbol;Acc:HGNC:30275]"
"ARHGEF28"	"HGNC:30322"	"Rho guanine nucleotide exchange factor 28 [Source:HGNC Symbol;Acc:HGNC:30322]"
"ARHGEF3"	"HGNC:683"	"Rho guanine nucleotide exchange factor 3 [Source:HGNC Symbol;Acc:HGNC:683]"
"ARHGEF4"	"HGNC:684"	"Rho guanine nucleotide exchange factor 4 [Source:HGNC Symbol;Acc:HGNC:684]"
"ARHGEF40"	"HGNC:25516"	"Rho guanine nucleotide exchange factor 40 [Source:HGNC Symbol;Acc:HGNC:25516]"
"ARHGEF5"	"HGNC:13209"	"Rho guanine nucleotide exchange factor 5 [Source:HGNC Symbol;Acc:HGNC:13209]"
"ARID3A"	"HGNC:3031"	"AT-rich interaction domain 3A [Source:HGNC Symbol;Acc:HGNC:3031]"
"ARID3B"	"HGNC:14350"	"AT-rich interaction domain 3B [Source:HGNC Symbol;Acc:HGNC:14350]"
"ARID3C"	"HGNC:21209"	"AT-rich interaction domain 3C [Source:HGNC Symbol;Acc:HGNC:21209]"
"ARID5A"	"HGNC:17361"	"AT-rich interaction domain 5A [Source:HGNC Symbol;Acc:HGNC:17361]"
"ARK2N"	"HGNC:28172"	"arkadia (RNF111) N-terminal like PKA signaling regulator 2N [Source:HGNC Symbol;Acc:HGNC:28172]"
"ARL1"	"HGNC:692"	"ADP ribosylation factor like GTPase 1 [Source:HGNC Symbol;Acc:HGNC:692]"
"ARL14EP"	"HGNC:26798"	"ADP ribosylation factor like GTPase 14 effector protein [Source:HGNC Symbol;Acc:HGNC:26798]"
"ARL16"	"HGNC:27902"	"ADP ribosylation factor like GTPase 16 [Source:HGNC Symbol;Acc:HGNC:27902]"
"ARL3"	"HGNC:694"	"ADP ribosylation factor like GTPase 3 [Source:HGNC Symbol;Acc:HGNC:694]"
"ARL4A"	"HGNC:695"	"ADP ribosylation factor like GTPase 4A [Source:HGNC Symbol;Acc:HGNC:695]"
"ARL6IP1"	"HGNC:697"	"ADP ribosylation factor like GTPase 6 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:697]"
"ARMC1"	"HGNC:17684"	"armadillo repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:17684]"
"ARMC2"	"HGNC:23045"	"armadillo repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:23045]"
"ARMC5"	"HGNC:25781"	"armadillo repeat containing 5 [Source:HGNC Symbol;Acc:HGNC:25781]"
"ARMC6"	"HGNC:25049"	"armadillo repeat containing 6 [Source:HGNC Symbol;Acc:HGNC:25049]"
"ARMH3"	"HGNC:25788"	"armadillo like helical domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25788]"
"ARPC4-TTLL3"	"HGNC:38830"	"ARPC4-TTLL3 readthrough [Source:HGNC Symbol;Acc:HGNC:38830]"
"ARPP19"	"HGNC:16967"	"cAMP regulated phosphoprotein 19 [Source:HGNC Symbol;Acc:HGNC:16967]"
"ARRB1"	"HGNC:711"	"arrestin beta 1 [Source:HGNC Symbol;Acc:HGNC:711]"
"ARRB2"	"HGNC:712"	"arrestin beta 2 [Source:HGNC Symbol;Acc:HGNC:712]"
"ARRDC2"	"HGNC:25225"	"arrestin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25225]"
"ARSA"	"HGNC:713"	"arylsulfatase A [Source:HGNC Symbol;Acc:HGNC:713]"
"ARSG"	"HGNC:24102"	"arylsulfatase G [Source:HGNC Symbol;Acc:HGNC:24102]"
"ASAP3"	"HGNC:14987"	"ArfGAP with SH3 domain, ankyrin repeat and PH domain 3 [Source:HGNC Symbol;Acc:HGNC:14987]"
"ASB1"	"HGNC:16011"	"ankyrin repeat and SOCS box containing 1 [Source:HGNC Symbol;Acc:HGNC:16011]"
"ASB13"	"HGNC:19765"	"ankyrin repeat and SOCS box containing 13 [Source:HGNC Symbol;Acc:HGNC:19765]"
"ASB2"	"HGNC:16012"	"ankyrin repeat and SOCS box containing 2 [Source:HGNC Symbol;Acc:HGNC:16012]"
"ASB4"	"HGNC:16009"	"ankyrin repeat and SOCS box containing 4 [Source:HGNC Symbol;Acc:HGNC:16009]"
"ASB6"	"HGNC:17181"	"ankyrin repeat and SOCS box containing 6 [Source:HGNC Symbol;Acc:HGNC:17181]"
"ASB8"	"HGNC:17183"	"ankyrin repeat and SOCS box containing 8 [Source:HGNC Symbol;Acc:HGNC:17183]"
"ASCC3"	"HGNC:18697"	"activating signal cointegrator 1 complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:18697]"
"ASCL2"	"HGNC:739"	"achaete-scute family bHLH transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:739]"
"ASCL4"	"HGNC:24311"	"achaete-scute family bHLH transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:24311]"
"ASIC4"	"HGNC:21263"	"acid sensing ion channel subunit family member 4 [Source:HGNC Symbol;Acc:HGNC:21263]"
"ASPA"	"HGNC:756"	"aspartoacylase [Source:HGNC Symbol;Acc:HGNC:756]"
"ASPDH"	"HGNC:33856"	"aspartate dehydrogenase domain containing [Source:HGNC Symbol;Acc:HGNC:33856]"
"ASPG"	"HGNC:20123"	"asparaginase [Source:HGNC Symbol;Acc:HGNC:20123]"
"ASPHD1"	"HGNC:27380"	"aspartate beta-hydroxylase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:27380]"
"ASPHD2"	"HGNC:30437"	"aspartate beta-hydroxylase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30437]"
"ASPM"	"HGNC:19048"	"assembly factor for spindle microtubules [Source:HGNC Symbol;Acc:HGNC:19048]"
"ASPSCR1"	"HGNC:13825"	"ASPSCR1 tether for SLC2A4, UBX domain containing [Source:HGNC Symbol;Acc:HGNC:13825]"
"ASTE1"	"HGNC:25021"	"asteroid homolog 1 [Source:HGNC Symbol;Acc:HGNC:25021]"
"ASXL1"	"HGNC:18318"	"ASXL transcriptional regulator 1 [Source:HGNC Symbol;Acc:HGNC:18318]"
"ATAD3A"	"HGNC:25567"	"ATPase family AAA domain containing 3A [Source:HGNC Symbol;Acc:HGNC:25567]"
"ATAD3B"	"HGNC:24007"	"ATPase family AAA domain containing 3B [Source:HGNC Symbol;Acc:HGNC:24007]"
"ATAT1"	"HGNC:21186"	"alpha tubulin acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:21186]"
"ATE1"	"HGNC:782"	"arginyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:782]"
"ATF4"	"HGNC:786"	"activating transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:786]"
"ATF6B"	"HGNC:2349"	"activating transcription factor 6 beta [Source:HGNC Symbol;Acc:HGNC:2349]"
"ATG101"	"HGNC:25679"	"autophagy related 101 [Source:HGNC Symbol;Acc:HGNC:25679]"
"ATG14"	"HGNC:19962"	"autophagy related 14 [Source:HGNC Symbol;Acc:HGNC:19962]"
"ATG4D"	"HGNC:20789"	"autophagy related 4D cysteine peptidase [Source:HGNC Symbol;Acc:HGNC:20789]"
"ATG5"	"HGNC:589"	"autophagy related 5 [Source:HGNC Symbol;Acc:HGNC:589]"
"ATIC"	"HGNC:794"	"5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase [Source:HGNC Symbol;Acc:HGNC:794]"
"ATL2"	"HGNC:24047"	"atlastin GTPase 2 [Source:HGNC Symbol;Acc:HGNC:24047]"
"ATL3"	"HGNC:24526"	"atlastin GTPase 3 [Source:HGNC Symbol;Acc:HGNC:24526]"
"ATMIN"	"HGNC:29034"	"ATM interactor [Source:HGNC Symbol;Acc:HGNC:29034]"
"ATOH8"	"HGNC:24126"	"atonal bHLH transcription factor 8 [Source:HGNC Symbol;Acc:HGNC:24126]"
"ATOX1"	"HGNC:798"	"antioxidant 1 copper chaperone [Source:HGNC Symbol;Acc:HGNC:798]"
"ATP10A"	"HGNC:13542"	"ATPase phospholipid transporting 10A (putative) [Source:HGNC Symbol;Acc:HGNC:13542]"
"ATP11AUN"	"HGNC:33793"	"ATP11A upstream neighbor lncRNA [Source:HGNC Symbol;Acc:HGNC:33793]"
"ATP13A4"	"HGNC:25422"	"ATPase 13A4 [Source:HGNC Symbol;Acc:HGNC:25422]"
"ATP2A1"	"HGNC:811"	"ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1 [Source:HGNC Symbol;Acc:HGNC:811]"
"ATP4A"	"HGNC:819"	"ATPase H+/K+ transporting subunit alpha [Source:HGNC Symbol;Acc:HGNC:819]"
"ATP5F1C"	"HGNC:833"	"ATP synthase F1 subunit gamma [Source:HGNC Symbol;Acc:HGNC:833]"
"ATP5F1E"	"HGNC:838"	"ATP synthase F1 subunit epsilon [Source:HGNC Symbol;Acc:HGNC:838]"
"ATP5MC1"	"HGNC:841"	"ATP synthase membrane subunit c locus 1 [Source:HGNC Symbol;Acc:HGNC:841]"
"ATP5ME"	"HGNC:846"	"ATP synthase membrane subunit e [Source:HGNC Symbol;Acc:HGNC:846]"
"ATP5MG"	"HGNC:14247"	"ATP synthase membrane subunit g [Source:HGNC Symbol;Acc:HGNC:14247]"
"ATP5MJ"	"HGNC:1188"	"ATP synthase membrane subunit j [Source:HGNC Symbol;Acc:HGNC:1188]"
"ATP5PF"	"HGNC:847"	"ATP synthase peripheral stalk subunit F6 [Source:HGNC Symbol;Acc:HGNC:847]"
"ATP5PO"	"HGNC:850"	"ATP synthase peripheral stalk subunit OSCP [Source:HGNC Symbol;Acc:HGNC:850]"
"ATP6V0A2"	"HGNC:18481"	"ATPase H+ transporting V0 subunit a2 [Source:HGNC Symbol;Acc:HGNC:18481]"
"ATP6V0A4"	"HGNC:866"	"ATPase H+ transporting V0 subunit a4 [Source:HGNC Symbol;Acc:HGNC:866]"
"ATP6V0B"	"HGNC:861"	"ATPase H+ transporting V0 subunit b [Source:HGNC Symbol;Acc:HGNC:861]"
"ATP6V1D"	"HGNC:13527"	"ATPase H+ transporting V1 subunit D [Source:HGNC Symbol;Acc:HGNC:13527]"
"ATP7B"	"HGNC:870"	"ATPase copper transporting beta [Source:HGNC Symbol;Acc:HGNC:870]"
"ATP8A2"	"HGNC:13533"	"ATPase phospholipid transporting 8A2 [Source:HGNC Symbol;Acc:HGNC:13533]"
"ATP8B2"	"HGNC:13534"	"ATPase phospholipid transporting 8B2 [Source:HGNC Symbol;Acc:HGNC:13534]"
"ATPAF1"	"HGNC:18803"	"ATP synthase mitochondrial F1 complex assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:18803]"
"ATPAF2"	"HGNC:18802"	"ATP synthase mitochondrial F1 complex assembly factor 2 [Source:HGNC Symbol;Acc:HGNC:18802]"
"ATPSCKMT"	"HGNC:27029"	"ATP synthase c subunit lysine N-methyltransferase [Source:HGNC Symbol;Acc:HGNC:27029]"
"ATRIP"	"HGNC:33499"	"ATR interacting protein [Source:HGNC Symbol;Acc:HGNC:33499]"
"ATXN10"	"HGNC:10549"	"ataxin 10 [Source:HGNC Symbol;Acc:HGNC:10549]"
"ATXN7L3B"	"HGNC:37931"	"ataxin 7 like 3B [Source:HGNC Symbol;Acc:HGNC:37931]"
"AURKAIP1"	"HGNC:24114"	"aurora kinase A interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:24114]"
"AVIL"	"HGNC:14188"	"advillin [Source:HGNC Symbol;Acc:HGNC:14188]"
"AZGP1"	"HGNC:910"	"alpha-2-glycoprotein 1, zinc-binding [Source:HGNC Symbol;Acc:HGNC:910]"
"AZI2"	"HGNC:24002"	"5-azacytidine induced 2 [Source:HGNC Symbol;Acc:HGNC:24002]"
"B3GALNT2"	"HGNC:28596"	"beta-1,3-N-acetylgalactosaminyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:28596]"
"B3GALT5-AS1"	"HGNC:16424"	"B3GALT5 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:16424]"
"B3GNT7"	"HGNC:18811"	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:18811]"
"B4GALT1"	"HGNC:924"	"beta-1,4-galactosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:924]"
"B4GALT2"	"HGNC:925"	"beta-1,4-galactosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:925]"
"B4GALT3"	"HGNC:926"	"beta-1,4-galactosyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:926]"
"B4GALT6"	"HGNC:929"	"beta-1,4-galactosyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:929]"
"BABAM1"	"HGNC:25008"	"BRISC and BRCA1 A complex member 1 [Source:HGNC Symbol;Acc:HGNC:25008]"
"BABAM2"	"HGNC:1106"	"BRISC and BRCA1 A complex member 2 [Source:HGNC Symbol;Acc:HGNC:1106]"
"BAD"	"HGNC:936"	"BCL2 associated agonist of cell death [Source:HGNC Symbol;Acc:HGNC:936]"
"BAG3"	"HGNC:939"	"BAG cochaperone 3 [Source:HGNC Symbol;Acc:HGNC:939]"
"BAG5"	"HGNC:941"	"BAG cochaperone 5 [Source:HGNC Symbol;Acc:HGNC:941]"
"BAIAP2"	"HGNC:947"	"BAR/IMD domain containing adaptor protein 2 [Source:HGNC Symbol;Acc:HGNC:947]"
"BAMBI"	"HGNC:30251"	"BMP and activin membrane bound inhibitor [Source:HGNC Symbol;Acc:HGNC:30251]"
"BANF1"	"HGNC:17397"	"BAF nuclear assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:17397]"
"BATF"	"HGNC:958"	"basic leucine zipper ATF-like transcription factor [Source:HGNC Symbol;Acc:HGNC:958]"
"BATF3"	"HGNC:28915"	"basic leucine zipper ATF-like transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:28915]"
"BAX"	"HGNC:959"	"BCL2 associated X, apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:959]"
"BBIP1"	"HGNC:28093"	"BBSome interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:28093]"
"BBLN"	"HGNC:17823"	"bublin coiled coil protein [Source:HGNC Symbol;Acc:HGNC:17823]"
"BBS2"	"HGNC:967"	"Bardet-Biedl syndrome 2 [Source:HGNC Symbol;Acc:HGNC:967]"
"BBX"	"HGNC:14422"	"BBX high mobility group box domain containing [Source:HGNC Symbol;Acc:HGNC:14422]"
"BCAM"	"HGNC:6722"	"basal cell adhesion molecule (Lutheran blood group) [Source:HGNC Symbol;Acc:HGNC:6722]"
"BCAN"	"HGNC:23059"	"brevican [Source:HGNC Symbol;Acc:HGNC:23059]"
"BCAR1"	"HGNC:971"	"BCAR1 scaffold protein, Cas family member [Source:HGNC Symbol;Acc:HGNC:971]"
"BCAS1"	"HGNC:974"	"brain enriched myelin associated protein 1 [Source:HGNC Symbol;Acc:HGNC:974]"
